Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES Charleston (USA) - Qualification,hard,header
CHALLENGER MEN - SINGLES Rome US (USA) - Qualification,hard,header
20.02.2023,Young D.,0,,,,,,1,3,58%,61% (20/33),46% (11/24),20% (1/5),29% (12/41),46% (6/13),33% (1/3),54% (31/57),33% (18/54),44% (49/111),60% (6/10),11% (1/9),37% (7/19),[],[],[],[],[],0
20.02.2023,Smith K.,2,,,,,,7,0,76%,71% (29/41),54% (7/13),67% (2/3),39% (13/33),54% (13/24),80% (4/5),67% (36/54),46% (26/57),56% (62/111),89% (8/9),40% (4/10),63% (12/19),[],[],[],[],[],0
20.02.2023,Young D.,2,,,,,,4,4,51%,69% (25/36),60% (21/35),0% (0/3),36% (20/55),70% (19/27),60% (6/10),65% (46/71),48% (39/82),56% (85/153),79% (11/14),43% (6/14),61% (17/28),[],[],[],[],[],0
20.02.2023,Pannu K.,1,,,,,,3,5,67%,64% (35/55),30% (8/27),40% (4/10),31% (11/36),40% (14/35),100% (3/3),52% (43/82),35% (25/71),44% (68/153),57% (8/14),21% (3/14),39% (11/28),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Cleveland (USA) - Qualification,hard,header
30.01.2023,Young D.,0,,,,,,0,2,67%,52% (15/29),29% (4/14),29% (2/7),15% (4/27),42% (5/12),100% (1/1),44% (19/43),23% (9/39),34% (28/82),38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],0
30.01.2023,Kwiatkowski T. S.,2,,,,,,6,0,69%,85% (23/27),58% (7/12),0% (0/1),48% (14/29),71% (10/14),71% (5/7),77% (30/39),56% (24/43),66% (54/82),88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Knoxville (USA) - Qualification,hard,header
08.11.2022,Young D.,1,,,,,,7,2,82%,73% (49/67),47% (7/15),57% (4/7),30% (20/66),53% (27/51),27% (3/11),68% (56/82),40% (47/117),52% (103/199),80% (12/15),19% (3/16),48% (15/31),[],[],[],[],[],0
08.11.2022,McCormick T.,2,,,,,,11,9,56%,70% (46/66),47% (24/51),73% (8/11),27% (18/67),53% (8/15),43% (3/7),60% (70/117),32% (26/82),48% (96/199),81% (13/16),20% (3/15),52% (16/31),[],[],[],[],[],0
07.11.2022,Young D.,1,,,,,,5,3,70%,71% (39/55),58% (14/24),75% (3/4),18% (10/55),48% (16/33),13% (1/8),67% (53/79),30% (26/88),47% (79/167),91% (10/11),8% (1/13),46% (11/24),[],[],[],[],[],0
07.11.2022,Adams H.,1,,,,,,11,5,63%,82% (45/55),52% (17/33),88% (7/8),29% (16/55),42% (10/24),25% (1/4),70% (62/88),33% (26/79),53% (88/167),92% (12/13),9% (1/11),54% (13/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Charlottesville (USA) - Qualification,hard,header
31.10.2022,Young D.,0,,,,,,0,3,50%,38% (5/13),23% (3/13),20% (1/5),29% (4/14),30% (7/23),0% (0/1),31% (8/26),30% (11/37),30% (19/63),20% (1/5),0% (0/6),9% (1/11),[],[],[],[],[],0
31.10.2022,Blanch U.,1,,,,,,5,1,38%,71% (10/14),70% (16/23),100% (1/1),62% (8/13),77% (10/13),80% (4/5),70% (26/37),69% (18/26),70% (44/63),100% (6/6),80% (4/5),91% (10/11),[],[],[],[],[],0
30.10.2022,Young D.,2,,,,,,0,3,74%,70% (38/54),53% (10/19),90% (9/10),30% (10/33),63% (10/16),60% (3/5),66% (48/73),41% (20/49),56% (68/122),90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],0
30.10.2022,McCormick T.,0,,,,,,6,3,67%,70% (23/33),38% (6/16),40% (2/5),30% (16/54),47% (9/19),10% (1/10),59% (29/49),34% (25/73),44% (54/122),67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Las Vegas (USA) - Qualification,hard,header
24.10.2022,Young D.,1,,,,,,2,8,54%,77% (37/48),32% (13/41),67% (8/12),28% (16/57),53% (25/47),27% (3/11),56% (50/89),39% (41/104),47% (91/193),69% (9/13),21% (3/14),44% (12/27),[],[],[],[],[],0
24.10.2022,Carr S.,2,,,,,,6,1,55%,72% (41/57),47% (22/47),73% (8/11),23% (11/48),68% (28/41),33% (4/12),61% (63/104),44% (39/89),53% (102/193),79% (11/14),31% (4/13),56% (15/27),[],[],[],[],[],0
24.10.2022,Young D.,2,,,,,,5,6,64%,79% (37/47),35% (9/26),75% (9/12),54% (30/56),59% (10/17),58% (7/12),63% (46/73),55% (40/73),59% (86/146),75% (9/12),58% (7/12),67% (16/24),[],[],[],[],[],0
24.10.2022,Ornberg A.,1,,,,,,0,4,77%,46% (26/56),41% (7/17),42% (5/12),21% (10/47),65% (17/26),25% (3/12),45% (33/73),37% (27/73),41% (60/146),42% (5/12),25% (3/12),33% (8/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Tiburon (USA) - Qualification,hard,header
03.10.2022,Young D.,0,,,,,,0,4,53%,67% (22/33),52% (15/29),67% (6/9),23% (9/39),47% (9/19),100% (1/1),60% (37/62),31% (18/58),46% (55/120),67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],0
03.10.2022,Saville L.,2,,,,,,2,3,67%,77% (30/39),53% (10/19),0% (0/1),33% (11/33),48% (14/29),33% (3/9),69% (40/58),40% (25/62),54% (65/120),90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],0
03.10.2022,Young D.,2,,,,,,2,5,67%,69% (37/54),59% (16/27),83% (5/6),31% (8/26),46% (21/46),25% (2/8),65% (53/81),40% (29/72),54% (82/153),91% (10/11),20% (2/10),57% (12/21),[],[],[],[],[],0
03.10.2022,Kumar O.,0,,,,,,3,3,36%,69% (18/26),54% (25/46),75% (6/8),31% (17/54),41% (11/27),17% (1/6),60% (43/72),35% (28/81),46% (71/153),80% (8/10),9% (1/11),43% (9/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Charleston (USA),hard,header
28.09.2022,Young D.,2,,,,,,1,8,67%,78% (50/64),22% (7/32),86% (12/14),30% (12/40),52% (13/25),57% (4/7),59% (57/96),38% (25/65),51% (82/161),82% (9/11),33% (4/12),57% (13/23),[],[],[],[],[],0
28.09.2022,Nanda G.,1,,,,,,4,1,62%,70% (28/40),48% (12/25),43% (3/7),22% (14/64),78% (25/32),14% (2/14),62% (40/65),41% (39/96),49% (79/161),67% (8/12),18% (2/11),43% (10/23),[],[],[],[],[],0
27.09.2022,Young D.,2,,,,,,1,7,49%,59% (24/41),43% (18/42),67% (10/15),56% (24/43),58% (26/45),67% (8/12),51% (42/83),57% (50/88),54% (92/171),55% (6/11),67% (8/12),61% (14/23),[],[],[],[],[],0
27.09.2022,Kumar O.,1,,,,,,1,3,49%,44% (19/43),42% (19/45),33% (4/12),41% (17/41),57% (24/42),33% (5/15),43% (38/88),49% (41/83),46% (79/171),33% (4/12),45% (5/11),39% (9/23),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Charleston (USA) - Qualification,hard,header
26.09.2022,Young D.,2,,,,,,4,10,57%,64% (34/53),40% (16/40),60% (9/15),47% (27/58),67% (20/30),67% (6/9),54% (50/93),53% (47/88),54% (97/181),50% (6/12),50% (6/12),50% (12/24),[],[],[],[],[],0
26.09.2022,Clark E.,0,,,,,,0,5,66%,53% (31/58),33% (10/30),33% (3/9),36% (19/53),60% (24/40),40% (6/15),47% (41/88),46% (43/93),46% (84/181),50% (6/12),50% (6/12),50% (12/24),[],[],[],[],[],0
25.09.2022,Young D.,2,,,,,,2,2,56%,78% (21/27),81% (17/21),100% (1/1),36% (12/33),60% (9/15),67% (4/6),79% (38/48),44% (21/48),61% (59/96),100% (9/9),44% (4/9),72% (13/18),[],[],[],[],[],0
25.09.2022,Langmo C.,0,,,,,,4,2,69%,64% (21/33),40% (6/15),33% (2/6),22% (6/27),19% (4/21),0% (0/1),56% (27/48),21% (10/48),39% (37/96),56% (5/9),0% (0/9),28% (5/18),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Columbus 2 (USA) - Qualification,hard,header
19.09.2022,Young D.,1,,,,,,7,4,64%,65% (32/49),52% (14/27),56% (5/9),12% (5/41),43% (12/28),17% (1/6),61% (46/76),25% (17/69),43% (63/145),69% (9/13),8% (1/13),38% (10/26),[],[],[],[],[],0
19.09.2022,Kypson P.,2,,,,,,13,3,59%,88% (36/41),57% (16/28),83% (5/6),35% (17/49),48% (13/27),44% (4/9),75% (52/69),39% (30/76),57% (82/145),92% (12/13),31% (4/13),62% (16/26),[],[],[],[],[],0
19.09.2022,Young D.,2,,,,,,9,2,55%,82% (37/45),70% (26/37),0% (0/2),27% (17/63),41% (15/37),43% (3/7),77% (63/82),32% (32/100),53% (96/182),88% (15/17),18% (3/17),53% (18/34),[],[],[],[],[],0
19.09.2022,Brown P.,1,,,,,,11,2,63%,73% (46/63),59% (22/37),57% (4/7),18% (8/45),30% (11/37),100% (2/2),68% (68/100),23% (19/82),48% (88/182),82% (14/17),12% (2/17),47% (16/34),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Cary (USA),hard,header
14.09.2022,Young D.,1,,,,,,3,6,51%,59% (22/37),47% (17/36),44% (4/9),26% (14/53),51% (21/41),15% (2/13),53% (39/73),37% (35/94),44% (74/167),58% (7/12),15% (2/13),36% (9/25),[],[],[],[],[],0
14.09.2022,Uchiyama Y.,2,,,,,,9,7,56%,74% (39/53),49% (20/41),85% (11/13),41% (15/37),53% (19/36),56% (5/9),63% (59/94),47% (34/73),56% (93/167),85% (11/13),42% (5/12),64% (16/25),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Cary (USA) - Qualification,hard,header
12.09.2022,Young D.,2,,,,,,3,5,61%,68% (27/40),58% (15/26),50% (1/2),32% (11/34),60% (18/30),57% (4/7),64% (42/66),45% (29/64),55% (71/130),90% (9/10),40% (4/10),65% (13/20),[],[],[],[],[],0
12.09.2022,Nakagawa N.,0,,,,,,9,3,53%,68% (23/34),40% (12/30),43% (3/7),33% (13/40),42% (11/26),50% (1/2),55% (35/64),36% (24/66),45% (59/130),60% (6/10),10% (1/10),35% (7/20),[],[],[],[],[],0
12.09.2022,Young D.,2,,,,,,7,3,58%,91% (21/23),65% (11/17),0% (0/0),39% (13/33),63% (15/24),50% (4/8),80% (32/40),49% (28/57),62% (60/97),100% (8/8),44% (4/9),71% (12/17),[],[],[],[],[],0
12.09.2022,Nava E.,0,,,,,,6,6,58%,61% (20/33),38% (9/24),50% (4/8),9% (2/23),35% (6/17),0% (0/0),51% (29/57),20% (8/40),38% (37/97),56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],0
ATP - SINGLES Winston-Salem (USA) - Qualification,hard,header
21.08.2022,Young D.,0,,,,,,3,6,41%,76% (16/21),33% (10/30),50% (4/8),24% (7/29),36% (9/25),0% (0/4),51% (26/51),30% (16/54),40% (42/105),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],0
21.08.2022,Nava E.,2,,,,,,4,2,54%,76% (22/29),64% (16/25),100% (4/4),24% (5/21),67% (20/30),50% (4/8),70% (38/54),49% (25/51),60% (63/105),100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Chicago (USA) - Qualification,hard,header
09.08.2022,Young D.,0,,,,,,2,4,47%,71% (20/28),65% (20/31),67% (4/6),24% (12/49),41% (9/22),20% (1/5),68% (40/59),30% (21/71),47% (61/130),80% (8/10),9% (1/11),43% (9/21),[],[],[],[],[],0
09.08.2022,McHugh A.,2,,,,,,7,3,69%,76% (37/49),59% (13/22),80% (4/5),29% (8/28),35% (11/31),33% (2/6),70% (50/71),32% (19/59),53% (69/130),91% (10/11),20% (2/10),57% (12/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Lexington (USA) - Qualification,hard,header
01.08.2022,Young D.,1,,,,,,5,3,65%,69% (35/51),54% (15/28),63% (5/8),38% (20/53),32% (10/31),40% (2/5),63% (50/79),36% (30/84),49% (80/163),77% (10/13),15% (2/13),46% (12/26),[],[],[],[],[],0
01.08.2022,Ogura K.,2,,,,,,0,2,63%,62% (33/53),68% (21/31),60% (3/5),31% (16/51),46% (13/28),38% (3/8),64% (54/84),37% (29/79),51% (83/163),85% (11/13),23% (3/13),54% (14/26),[],[],[],[],[],0
ATP - SINGLES Atlanta (USA) - Qualification,hard,header
24.07.2022,Young D.,1,,,,,,0,3,69%,48% (24/50),50% (11/22),40% (4/10),32% (20/62),58% (14/24),50% (3/6),49% (35/72),40% (34/86),44% (69/158),54% (7/13),23% (3/13),38% (10/26),[],[],[],[],[],0
24.07.2022,Koepfer D.,2,,,,,,3,4,72%,68% (42/62),42% (10/24),50% (3/6),52% (26/50),50% (11/22),60% (6/10),60% (52/86),51% (37/72),56% (89/158),77% (10/13),46% (6/13),62% (16/26),[],[],[],[],[],0
24.07.2022,Young D.,1,,,,,,5,3,68%,71% (41/58),59% (16/27),88% (7/8),33% (13/39),36% (16/44),40% (2/5),67% (57/85),35% (29/83),51% (86/168),92% (11/12),17% (2/12),54% (13/24),[],[],[],[],[],0
24.07.2022,Wolf J.J.,1,,,,,,10,5,47%,67% (26/39),64% (28/44),60% (3/5),29% (17/58),41% (11/27),13% (1/8),65% (54/83),33% (28/85),49% (82/168),83% (10/12),8% (1/12),46% (11/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Rome US (USA),hard,header
13.07.2022,Young D.,1,,,,,,1,5,67%,68% (32/47),26% (6/23),44% (4/9),14% (5/36),45% (15/33),67% (2/3),54% (38/70),29% (20/69),42% (58/139),58% (7/12),15% (2/13),36% (9/25),[],[],[],[],[],0
13.07.2022,Kovacevic A.,2,,,,,,7,2,52%,86% (31/36),55% (18/33),33% (1/3),32% (15/47),74% (17/23),56% (5/9),71% (49/69),46% (32/70),58% (81/139),85% (11/13),42% (5/12),64% (16/25),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Rome US (USA) - Qualification,hard,header
11.07.2022,Young D.,2,,,,,,1,6,54%,70% (30/43),47% (17/36),70% (7/10),39% (22/56),61% (20/33),40% (4/10),59% (47/79),47% (42/89),53% (89/168),73% (8/11),36% (4/11),55% (12/22),[],[],[],[],[],0
11.07.2022,Pannu K.,0,,,,,,3,0,63%,61% (34/56),39% (13/33),60% (6/10),30% (13/43),53% (19/36),30% (3/10),53% (47/89),41% (32/79),47% (79/168),64% (7/11),27% (3/11),45% (10/22),[],[],[],[],[],0
11.07.2022,Young D.,1,,,,,,2,7,56%,61% (23/38),33% (10/30),64% (9/14),32% (7/22),74% (14/19),57% (4/7),49% (33/68),51% (21/41),50% (54/109),44% (4/9),50% (4/8),47% (8/17),[],[],[],[],[],0
11.07.2022,McNally J.,1,,,,,,3,1,54%,68% (15/22),26% (5/19),43% (3/7),39% (15/38),67% (20/30),36% (5/14),49% (20/41),51% (35/68),50% (55/109),50% (4/8),56% (5/9),53% (9/17),[],[],[],[],[],0
ITF MEN - SINGLES M25 Dallas,hard,header
